,title,description,publishedAt,channelId,videoId,channelTitle,liveBroadcastContent
150,U.S.-China trade war heats up,"U.S. President Donald Trump has introduced new tariffs on China, which threatened to retaliate soon after, as a trade war heats up between the two countries.",2018-03-23T11:52:36Z,UCKjU3KzdbJE1EFcHVqXC3_g,gDIJHJ1bnWs,CBC News: The National,none
151,How India can capitalise on the US-China trade war,"""You have to make India a business-friendly country, just talking about 'Make In India' doesn't work. You need to create an environment that is stable,"" says Paul ...",2020-05-27T16:02:35Z,UC9pxOEHrjsl7YKBSc7sl_KQ,P9Lt9cPyc_g,YourStory,none
152,The Heat: US-China Trade War Pt 2,"To discuss: Amy Holmes is a political commentator and co-host of the public television show, “In Principle.” Zhao Hai is an assistant research fellow at the ...",2018-09-19T00:05:26Z,UCj7wKsOBhRD9Jy4yahkMRMw,jF6GA77sDcQ,CGTN America,none
153,Impact of US-China trade war on India,The impact of US-China trade war on India can be seen already. There was a drop in exports from India in the month of March. The figures for April have also ...,2019-05-16T10:50:58Z,UCKwucPzHZ7zCUIf7If-Wo1g,-Qs5SbyRIao,DD News,none
154,US-China Trade War: Chinese man’s patriotic song goes viral,A Chinese man's song on the ongoing trade war between the world's two superpowers has gone viral. He said that he had gained more than 200000 followers ...,2019-05-22T16:34:44Z,UC83jt4dlz1Gjl58fzQrrKZg,x-bhaQS2LGk,CNA,none
155,How will the U.S.-China trade war impact India?,Increasing US-China tension and the implementation of tariffs may lead to a full-blown trade war. Here's how this could Impact India. Watch the full video to know ...,2019-05-12T02:51:00Z,UC_gUM8rL-Lrg6O3adPW9K1g,vD40iepPTPM,WION,none
156,Day Today # 25 - US China trade war - the deeper reasons,Day Today # 25 - US China trade war - the deeper reasons - अमेरिका-चीन का व्यापार युद्ध - गहरे कारण * The reason America under Trump is now ...,2018-06-16T12:30:01Z,UC4Kp7INB8raUwYD-KWy2aNQ,7eTfnHBg3uI,"Sandeep Manudhane, Educationist",none
157,US-China trade war: Hi-tech push before summit,High-level trade talks are expected between China and the US on Friday. Negotiators are trying to finalise the first phase of a deal in time for a summit in Chile ...,2019-10-24T19:33:51Z,UCNye-wNBqNL5ZzHSJj3l8Bg,FGV157Dxibw,Al Jazeera English,none
158,🇺🇸 🇨🇳 US-China trade war: Huawei hits back at US blacklist | Al Jazeera English,"China has vowed to defend its companies after a US government decision to place Huawei and 70 of its affiliates, on a trade blacklist, calling it ""unreasonable"".",2019-05-16T19:10:24Z,UCNye-wNBqNL5ZzHSJj3l8Bg,HiRbTo9J3wg,Al Jazeera English,none
159,Which countries might benefit from the US-China trade war?,Rabobank economists Hugo Erken and Raphie Hayat talk about what the US-China trade war means for Southeast Asia. Will US companies in China leave?,2019-10-10T13:46:57Z,UCp6ZoqiDo8bbEXd_tKi8mDg,WWZi-nNah8Y,Rabobank,none
160,Has The American Trap caught Huawei in the US-China trade war?,"Subscribe to our YouTube channel for free here: https://sc.mp/subscribe-youtube Frederic Pierucci, author of The American Trap, is a former French executive for ...",2019-05-31T19:00:02Z,UC4SUWizzKc1tptprBkWjX2Q,KgADuWAPm4g,South China Morning Post,none
161,US-China Trade War: Holiday shopping could take a hit from new tariffs,"Subscribe to our YouTube channel for free here: https://sc.mp/subscribe-youtube U.S.-China trade talks resumed this week after months of stalemate, but when ...",2019-08-02T11:45:00Z,UC4SUWizzKc1tptprBkWjX2Q,MleqmdSMtHE,South China Morning Post,none
162,President Trump Responds to US China Trade War - Trade Deal is Intact,"White House Economic Advisor declared the trade deal with China as over. However, President Trump made an official statement that the China Trade Deal was ...",2020-06-24T00:33:22Z,UCigUBIf-zt_DA6xyOQtq2WA,-JhNtjhrOv4,ClearValue Tax,none
163,"1 year after the US-China trade war started, who are the real winners?","Subscribe to our YouTube channel for free here: https://sc.mp/subscribe-youtube While meeting at the G20 in Osaka, Japan, presidents Donald Trump and Xi ...",2019-07-03T17:00:00Z,UC4SUWizzKc1tptprBkWjX2Q,3daDawX-WxU,South China Morning Post,none
164,Soybean farmers on shaky ground as U.S.-China trade war escalates,The Trump Administration's escalating trade war with China is putting some American farmers on shaky ground. American soybean farmers are among ...,2018-07-12T12:26:22Z,UC-SJ6nODDmufqBzPBwCvYvQ,FSOW9NtC-5c,CBS This Morning,none
165,The unknown facts about US-China Trade,"While trade tensions with China escalate, the US keeps complaining that it has suffered losses because of trade deficits. But is it true? Is global trade so simple ...",2018-07-21T10:16:57Z,UCgrNz-aDmcr2uuto8_DL2jg,uCSE0DHViJo,CGTN,none
166,US-China Trade War: Effect on Financial Markets and Economy (Hindi),"""In this video, """"US-China Trade War: Effect on Financial Markets and Economy (Hindi)"""", we will be talking about the trade war between China and the US.",2020-05-05T10:30:10Z,UCmkNoDHBfKzPnXWTNoYQc7A,jarzrDomN0k,Stock Edge,none
167,The Heat: US-China trade war Pt 3,"To discuss the latest in the U.S.-China trade war, Xiankun Lu, a former senior trade diplomat for China and an Emeritus Professor at Wuhan University; Merrill ...",2018-07-09T23:56:39Z,UCj7wKsOBhRD9Jy4yahkMRMw,Pk5hw2tXXv8,CGTN America,none
168,US farmers hit hard by US-China trade war,Subscribe to France 24 now: http://f24.my/youtubeEN FRANCE 24 live news stream: all the latest news 24/7 http://f24.my/YTliveEN China's state banks have ...,2019-08-07T10:09:22Z,UCQfwfsi5VrQ8yKZ-UWmAEFg,8D_vZAPa8EQ,FRANCE 24 English,none
169,US and China add new tariffs in escalating trade war | DW News,The US-China trade war escalated over the weekend with each side sticking fresh tariffs on the other's exports - with no clear resolution of their trade dispute in ...,2019-09-02T10:57:07Z,UCknLrEdhRCp1aegoMqRaCZg,42uzSkbwEWE,DW News,none
170,Possible U.S.-China trade war poses political problems for GOP,"President Trump this weekend went on the offensive in a series of tweets, tackling a trade war with China and Syria's alleged use of chemical weapons, while ...",2018-04-08T20:43:25Z,UC6ZFN9Tx6xh-skXCuRHCDpQ,ZBUNdmg35vo,PBS NewsHour,none
171,US-China Trade War: Clipart with Boris Malagurski,"Donald Trump has unleashed a fierce battle against China's “unfair” trade practices, which he says are “raping” America. Rather than protect American workers ...",2018-08-29T10:00:04Z,UCx8LIRh6VuPamPrqYDNF2QQ,9q4IsMRcDJI,RT Documentary,none
172,Will new talks help diffuse the escalating US-China trade war?,Subscribe to France 24 now: http://f24.my/youtubeEN FRANCE 24 live news stream: all the latest news 24/7 http://f24.my/YTliveEN High-level talks between the ...,2019-09-05T08:12:07Z,UCQfwfsi5VrQ8yKZ-UWmAEFg,bI1ywQw9dW4,FRANCE 24 English,none
173,US China Trade War in Tamil: Real Reasons,Real Reasons for The US and China Trade War Explained in Tamil.,2019-05-08T02:45:01Z,UCPbn6CbxyDIqDNUimATyZPA,AlIhoLxGHTU,Smart And Foolish,none
174,US-China trade war: Navarro’s theories,What lies behind the US' actions in its trade war with China? How do the theories of White House trade adviser Peter Navarro apply? Subscribe to us on ...,2018-08-11T14:16:19Z,UCgrNz-aDmcr2uuto8_DL2jg,DIBghdTRNHs,CGTN,none
175,World Panorama – Episode 316 | US-China Trade War,US has passed a presidential memorandum that could impose tariffs on up to $60 billion of imports from China. China retaliated with a $3 billion counter punch ...,2018-03-24T16:30:15Z,UCISgnSNwqQ2i8lhCun3KtQg,2Zp68jhXyHc,Rajya Sabha TV,none
176,🔴 Steve Bannon&#39;s Warning On China Trade War (w/ Kyle Bass) | Real Vision Classics,Steve Bannon and Kyle Bass discuss America's current geopolitical landscape regarding China. Bannon and Bass take a deep dive into Chinese infiltration in ...,2019-08-21T18:45:01Z,UCBH5VZE_Y4F3CMcPIzPEB5A,qH5QzuzD01A,Real Vision Finance,none
177,🇺🇸 🇨🇳 Automakers urge to end US-China trade war l Al Jazeera English,Automakers in the United States say President Donald Trump's trade war with China is creating uncertainty and driving steel and aluminium prices up. It's a hot ...,2019-01-16T09:39:31Z,UCNye-wNBqNL5ZzHSJj3l8Bg,9VdnRthZWCo,Al Jazeera English,none
178,"As US-China trade war cools off, cities embrace Chinese investment",The U.S.-China trade war could end as early as next month- if both sides finally reach a deal.,2019-03-19T00:45:46Z,UCj7wKsOBhRD9Jy4yahkMRMw,VVZ_DVW5A6s,CGTN America,none
179,The Heat: US-China trade war,"Delegations from Beijing and Washington are expected to hold trade talks in September, after speaking this week by phone. The Trump administration said the ...",2019-09-24T22:57:34Z,UCj7wKsOBhRD9Jy4yahkMRMw,NF5ndmobBdI,CGTN America,none
180,The Heat: Trump targets Mexico as US-China trade war escalates Pt 2,"To discuss this, tonight's panel includes, Arturo Sarukhan, who served as the Mexico Ambassador to the US and is an international strategic adviser; Qinduo Xu, ...",2019-06-01T00:10:43Z,UCj7wKsOBhRD9Jy4yahkMRMw,lDTujJtsR34,CGTN America,none
181,Intel CEO Says Company Has Adapted to U.S.-China Trade War,Feb.18 -- Intel Chief Executive Officer Bob Swan talks about the impact of the U.S. trade war with China on his business. He speaks to Bloomberg's Brad Stone ...,2020-02-18T20:37:04Z,UCrM7B7SL_g1edFOnmj-SDKg,-VDV9WQyYzQ,Bloomberg Technology,none
182,Steve Bannon on the US-China trade war (full interview),"Steve Bannon, former White House chief strategist, joins ""Squawk Box"" to discuss the status of the China trade talks. Also at the table is guest host Tom ...",2019-05-15T13:08:23Z,UCrp_UI8XtuYfpiqluWLD7Lw,oYraLI04WiU,CNBC Television,none
183,Treasurer Josh Frydenberg on the US-China trade war and what it might mean for Australia | 7.30,"The trade war between the world's two economic superpowers - the US and China - broke new ground this week, with accusations of exchange rates being ...",2019-08-08T13:00:02Z,UCVgO39Bk5sMo66-6o6Spn6Q,HpZrUmE_PEs,ABC News (Australia),none
184,US-China Trade War: China responds with tarriffs on $60B of US goods,"And the unrelenting retaliations between the world's economic giants. It's China's turn to impose new tariffs on American goods. #US, #China, #TradeWars.",2019-05-14T09:37:03Z,UC7fWeaHhqgM4Ry-RMpM2YYw,la841vPJszc,TRT World,none
185,How investors can profit from US-China trade war | Charts that Count,"Read more at https://on.ft.com/2wESRvG The US China trade war has made markets choppy lately, worrying investors. But a surprising investing strategy could ...",2019-06-06T09:06:53Z,UCoUxsWakJucWg46KW5RsvPw,Rzyklb1fKxE,Financial Times,none
186,"US-China trade war: China-US trade talks to go ahead, despite tweets from Trump",China has confirmed that trade talks with the US will go ahead this week. That's despite it looking like negotiations would be derailed following a surprise ...,2019-05-07T14:41:51Z,UC83jt4dlz1Gjl58fzQrrKZg,g3pS18wBIfU,CNA,none
187,How the U.S.-China Trade War Impacts ETFs,Nov.15 -- Bloomberg Intelligence's James Seyffart discusses how the trade tensions between China and the U.S. impacts exchange-traded fund flows.,2019-11-15T17:05:44Z,UCIALMKvObZNtJ6AmdCLP7Lg,JWZqycZSSt0,Bloomberg Markets and Finance,none
188,Forecast of China&#39;s Economy and the Trade War for 2020,Skip ahead: 0:12:19 Keynote - The U.S.-China Trade War: Toward a New Equilibrium in U.S.-China Relations - Qin Xiao 0:25:50 Panel I - A Possible Agreement ...,2020-01-14T22:47:35Z,UC1E5-wg_F4vFWWsP-CTcP1g,7vcxrdrc6iY,National Committee on U.S.-China Relations,none
189,Why Vietnam is emerging as a ‘winner’ and possible new target of the US-China trade war,Subscribe to our YouTube channel for free here: https://sc.mp/subscribe-youtube Business in Vietnam is booming but its success has raised a few eyebrows in ...,2019-08-09T14:30:01Z,UC4SUWizzKc1tptprBkWjX2Q,efIEjCCEUXg,South China Morning Post,none
190,Treasurer Josh Frydenberg on the US-China trade war and what it might mean for Australia | 7.30,"The trade war between the world's two economic superpowers - the US and China - broke new ground this week, with accusations of exchange rates being ...",2019-08-08T13:00:02Z,UCVgO39Bk5sMo66-6o6Spn6Q,HpZrUmE_PEs,ABC News (Australia),none
191,"As US-China trade war cools off, cities embrace Chinese investment",The U.S.-China trade war could end as early as next month- if both sides finally reach a deal.,2019-03-19T00:45:46Z,UCj7wKsOBhRD9Jy4yahkMRMw,VVZ_DVW5A6s,CGTN America,none
192,The Heat: US-China trade war Pt 2,"To discuss the latest in the U.S.-China trade war is Merrill Matthews, a resident scholar with the Institute for Policy Innovation; Peter Ho, an economist and a ...",2018-07-09T23:50:32Z,UCj7wKsOBhRD9Jy4yahkMRMw,jSaE3RhZp4o,CGTN America,none
193,Who holds the power in potential U.S.-China trade war?,"With trade negotiations between the U.S. and China now in high gear, President Trump has suggested he might delay the latest round of tariffs on Chinese ...",2019-02-22T01:33:16Z,UC6ZFN9Tx6xh-skXCuRHCDpQ,6FatcOVPhJs,PBS NewsHour,none
194,China Bans Game of Thrones Finale?!?! | US China Trade War Song | Trump Targets Biden,Game of Thrones finale shocker for viewers in China. A propaganda song for the US China Trade War. Trouble with Grindr. The real reason Trump hates ...,2019-05-24T18:00:05Z,UCgFP46yVT-GG4o1TgXn-04Q,df1zCaty52Y,China Uncensored,none
195,US-China Trade War: China responds with tarriffs on $60B of US goods,"And the unrelenting retaliations between the world's economic giants. It's China's turn to impose new tariffs on American goods. #US, #China, #TradeWars.",2019-05-14T09:37:03Z,UC7fWeaHhqgM4Ry-RMpM2YYw,la841vPJszc,TRT World,none
196,Has The American Trap caught Huawei in the US-China trade war?,"Subscribe to our YouTube channel for free here: https://sc.mp/subscribe-youtube Frederic Pierucci, author of The American Trap, is a former French executive for ...",2019-05-31T19:00:02Z,UC4SUWizzKc1tptprBkWjX2Q,KgADuWAPm4g,South China Morning Post,none
197,Learn Foreign Exchange Reserves | US-China Trade War | Rupees Appreciate Depreciate,"In this video, we are going to learn about Foreign Exchange Reserves, foreign exchange market - how it works, who are the participants and how it affects import ...",2018-09-19T17:47:17Z,UCYCVm1aN33HYdLs66DHw_ow,tseOyHh4qzg,Amit Sengupta,none
198,Will China use his biggest weapon in this US-China Trade war? क्या चीन  अपना सबसे बड़ा हथियार चलाएगा?,We all know there is a Trade war going on between the USA and China and both countries are trying everything to win this war but still no one knows who will ...,2019-05-28T13:30:05Z,UC6IZlvDki7kzB_y6F4WzUCw,i-diJiWxQ-U,Gyan Jara Hatke,none
199,How the Trade War with China Will Affect the U.S.,"With the onset of Trump's trade war, diplomatic relations between the U.S. and China—the world's largest and second-largest economies, respectively—have ...",2018-07-12T17:26:34Z,UCK0z0_5uL7mb9IjntOKi5XQ,ANrtNBCT-i4,The Atlantic,none
200,How the Trade War with China Will Affect the U.S.,"With the onset of Trump's trade war, diplomatic relations between the U.S. and China—the world's largest and second-largest economies, respectively—have ...",2018-07-12T17:26:34Z,UCK0z0_5uL7mb9IjntOKi5XQ,ANrtNBCT-i4,The Atlantic,none
201,Has The American Trap caught Huawei in the US-China trade war?,"Subscribe to our YouTube channel for free here: https://sc.mp/subscribe-youtube Frederic Pierucci, author of The American Trap, is a former French executive for ...",2019-05-31T19:00:02Z,UC4SUWizzKc1tptprBkWjX2Q,KgADuWAPm4g,South China Morning Post,none
202,U.S.-China tensions rise over trade war and Taiwan,We're following the latest developments on trade talks between the U.S. and China. This comes as the U.S. slams China for shoring up Taiwan's allies.,2018-08-24T20:25:19Z,UC8p1vwvWtl6T73JiExfWs1g,51Qy5opsj60,CBS News,none
203,No one will win in the US-China trade war: Expert,"Charles Dumas, chief economist at TS Lombard discusses the ongoing trade tensions between the U.S. and China.",2019-12-17T12:35:09Z,UCF8HUTbUwPKh2Q-KpGOCVGw,zzAKihDEFH4,CNBC International TV,none
204,Will China use his biggest weapon in this US-China Trade war? क्या चीन  अपना सबसे बड़ा हथियार चलाएगा?,We all know there is a Trade war going on between the USA and China and both countries are trying everything to win this war but still no one knows who will ...,2019-05-28T13:30:05Z,UC6IZlvDki7kzB_y6F4WzUCw,i-diJiWxQ-U,Gyan Jara Hatke,none
205,"Volatility, Uncertainty as US-China Trade War Escalates",U.S. financial markets struggled to rebound Tuesday after their biggest drop since December. U.S. President Donald Trump's top economic adviser says the ...,2019-08-07T09:09:53Z,UCVSNOxehfALut52NbkfRBaA,nEAtlGnqjFQ,VOA News,none
206,William Lee talks slowing global economy and US-China trade war,"CGTN's Sean Callebs spoke to William Lee, chief economist at the Milken Institute, about escalating trade tensions between U.S. and China.",2019-08-24T00:32:36Z,UCj7wKsOBhRD9Jy4yahkMRMw,L5ldrL96viY,CGTN America,none
207,Fireworks owner speaks out on US-China trade war,"Steve Pelkey, CEO of Atlas Pyrovision, joins ""Squawk on the Street"" to discuss the impact of U.S-China trade tensions on businesses like his own fireworks ...",2019-06-17T15:49:28Z,UCrp_UI8XtuYfpiqluWLD7Lw,UDIIWQmINRA,CNBC Television,none
208,U.S China Tensions Huawei CFO Arrested US-China TRADE WAR की शिकार हुईं HUAWEI की CFO,Click here https://bit.ly/2wJs0SV to Download our Android APP to have access to 1000's of #Smart_Courses covering length and breadth of almost all ...,2018-12-08T12:58:27Z,UCrC8mOqJQpoB7NuIMKIS6rQ,jr_5AwksAro,Study IQ education,none
209,US-China Trade War: Chinese man’s patriotic song goes viral,A Chinese man's song on the ongoing trade war between the world's two superpowers has gone viral. He said that he had gained more than 200000 followers ...,2019-05-22T16:34:44Z,UC83jt4dlz1Gjl58fzQrrKZg,x-bhaQS2LGk,CNA,none
210,Jack Ma calls US-China trade war &#39;most stupid thing in this world&#39;,"Subscribe to our YouTube channel for free here: https://sc.mp/2kAfuvJ The US-China trade war is the ""most stupid thing in this world,"" says Alibaba chief Jack Ma ...",2018-11-06T22:15:01Z,UC4SUWizzKc1tptprBkWjX2Q,mz58qzWyRCE,South China Morning Post,none
211,Is a U.S.-China Trade War on the Horizon?,"Nov. 10 -- Jim McCaughan, chief executive officer at Principal Global Investors, discusses the trade and possible impact from President Elect Donald Trump.",2016-11-11T00:17:48Z,UCUMZ7gohGI9HcU9VNsr2FJQ,5HxWOfhq9sc,Bloomberg QuickTake Originals,none
212,US China Trade War Tension : What will be the Impact on India | Story Board | NTV,USvsChina #TradeWar Tension : What will be the Impact on India | #Story Board | NTV https://www.youtube.com/watch?v=8EFSLb91mb8 Watch latest news ...,2019-05-07T17:02:53Z,UCumtYpCY26F6Jr3satUgMvA,b_olgwTnMfQ,NTV Telugu,none
213,Large American company warns of layoffs if US-China trade war continues,One large American company is calling for an end to the tariffs. Cummins Inc. is a 20-Billion-dollar company headquartered in the U.S. state of Indiana. Most of ...,2018-08-31T01:19:09Z,UCj7wKsOBhRD9Jy4yahkMRMw,jJILVzh9pQI,CGTN America,none
214,Asian factory output dips in August amid US-China trade war,The raging trade war between the US and China kept most Asian factory activities muted in August 2019. Subscribe to our channel here: ...,2019-09-02T14:09:59Z,UC83jt4dlz1Gjl58fzQrrKZg,8Z_I1uVR3aA,CNA,none
215,Is Micron caught in middle of US-China trade war?,"Hans Mosesmann, Rosenblatt analyst, discusses reports that a Chinese court temporarily banned Micron chip sales over a patent ruling in favor of Taiwanese ...",2018-07-03T18:37:26Z,UCrp_UI8XtuYfpiqluWLD7Lw,cpwHjthSwAc,CNBC Television,none
216,Will China use his biggest weapon in this US-China Trade war? क्या चीन  अपना सबसे बड़ा हथियार चलाएगा?,We all know there is a Trade war going on between the USA and China and both countries are trying everything to win this war but still no one knows who will ...,2019-05-28T13:30:05Z,UC6IZlvDki7kzB_y6F4WzUCw,i-diJiWxQ-U,Gyan Jara Hatke,none
217,Is the US-China trade war about to end?,Subscribe ▻ https://www.youtube.com/IGUnitedKingdom?sub_confirmation=1 Nick Parsons from Thomas Lloyd provides his expectations for the high-level talks ...,2019-09-30T16:00:16Z,UCwvras8SRKKhx_cboj2p1nw,qta82avP-F8,IG UK,none
218,Citi&#39;s Buiter: No Great Dollar Dysfunctionality in U.S.-China Trade War,"Sep.23 -- Willem Buiter, special economic adviser at Citigroup, discusses the state of the dollar as he says the U.S. economy is still in good shape. He speaks on ...",2019-09-23T12:30:33Z,UCIALMKvObZNtJ6AmdCLP7Lg,3z1g8PXM2d0,Bloomberg Markets and Finance,none
219,US-China trade war: China to create blacklist of &quot;unreliable&quot; foreign firms and individuals,"China said it will create a blacklist of ""unreliable"" foreign firms and individuals in what looks to be a new escalation of its trade spat with the US. Companies or ...",2019-05-31T13:17:16Z,UC83jt4dlz1Gjl58fzQrrKZg,AVfRToJrszc,CNA,none
220,COVID-19 and the US-China Trade War | Harsh V. Pant | Naghma Sahar,US President Donald Trump's most recent threat to cut off ties with China is the latest addition to a series of threats and counter-threats between the two nations ...,2020-05-17T14:29:38Z,UCkcjGxTW_mLZmmEfWP2UMtQ,4ZTCc7NDS3g,ORF,none
221,William Lee talks slowing global economy and US-China trade war,"CGTN's Sean Callebs spoke to William Lee, chief economist at the Milken Institute, about escalating trade tensions between U.S. and China.",2019-08-24T00:32:36Z,UCj7wKsOBhRD9Jy4yahkMRMw,L5ldrL96viY,CGTN America,none
222,"There&#39;s More to Play Out in U.S.-China Trade War, Says St. James&#39; Place&#39;s CIO","Oct.30 -- Chris Ralph, chief investment officer at St. James' Place Wealth Management, discusses the U.S.-China trade war, its impact on the U.S. markets and ...",2018-10-30T06:10:59Z,UCV61VqLMr2eIhH4f51PV0gA,TtevKT-BLCY,Bloomberg Politics,none
223,US-China trade war: Taiwan braces for impact of US ban on Huawei,"As one of the key suppliers to Huawei, Taiwan is bracing for the ripple effect from the US ban on Chinese firm Huawei. If the ban kicks in, it is estimated that ...",2019-05-29T13:07:03Z,UC83jt4dlz1Gjl58fzQrrKZg,U_NT4NGK36w,CNA,none
224,The US-China Trade War Explained in Under 5 Minutes!,"Welcome to my world of Finance!!! My name is Ale, and today, I am quickly explaining the US-China Trade War in under 5 minutes! This is a quick explanation of ...",2018-07-13T02:30:02Z,UCXhrqxFZbG-k8l7v-XhX3ZQ,BAVIVQrT6o4,Ale's World of Stocks,none
225,US-China trade war already hurting US auto industry: John Bozzella,Global Automakers CEO John Bozzella on the impact of tariffs on the U.S. auto industry.,2018-08-21T17:06:40Z,UCCXoCcu9Rp7NPbTzIvogpZg,DYw1Xx7NKcE,Fox Business,none
226,Here&#39;s how other countries are benefiting from the U.S.-China trade war,CNBC's Jon Fortt details his conversations with tech leaders from Taiwan and South Korea who are seeing business opportunities pick up in the wake of the ...,2020-01-09T18:08:35Z,UCrp_UI8XtuYfpiqluWLD7Lw,ccVvrucjD-k,CNBC Television,none
227,Why China&#39;s US Debt Holdings Are Its &#39;Nuclear Option&#39; In Trump&#39;s Trade War,China has a big trump card in the ongoing trade war against the United States — selling off its massive holdings of U.S government debt. Here's why the ...,2019-05-24T20:14:21Z,UCvJJ_dzjViJCoLf5uKUTwoA,avZvp8rOoHA,CNBC,none
228,How the Trade War with China Will Affect the U.S.,"With the onset of Trump's trade war, diplomatic relations between the U.S. and China—the world's largest and second-largest economies, respectively—have ...",2018-07-12T17:26:34Z,UCK0z0_5uL7mb9IjntOKi5XQ,ANrtNBCT-i4,The Atlantic,none
229,Trump Caught Lying Repeatedly About Trade War With China | NowThis,President Trump keeps making up different numbers to justify his trade war with China. » Subscribe to NowThis: http://go.nowth.is/News_Subscribe » Sign up for ...,2019-08-29T23:00:02Z,UCn4sPeUomNGIr26bElVdDYg,-ijDH3IecFA,NowThis News,none
230,US-China trade war: Huawei asks US court to throw out federal ban,"Huawei has taken its latest shot at the US government, as it fights to maintain access to the US market for next-generation technology. The Chinese tech giant ...",2019-05-29T12:31:35Z,UC83jt4dlz1Gjl58fzQrrKZg,PdT0-V5jiNQ,CNA,none
231,US China Trade War :The global economic environment is at an inflection point - TV9,US China Trade War :The global economic environment is at an inflection point - TV9 TV9 Telugu Website: https://tv9telugu.com/ Watch LIVE: ...,2020-05-11T02:03:20Z,UC7qRyUvlsuXGnfGuOrLRG0g,_JKt2-OJJm4,TV9 USA,none
232,"Bangkok Bank’s President on U.S.-China Trade War, Thailand Economy, Digital Banking","Jun.21 -- Chartsiri Sophonpanich, president at Bangkok Bank, discusses the U.S.-China trade war, its impact on Thailand, growth in the country, their loss of ...",2019-06-21T06:37:12Z,UCIALMKvObZNtJ6AmdCLP7Lg,AacGSGJHD4E,Bloomberg Markets and Finance,none
233,US-China trade war: US food exporters show off their wares in Hong Kong,"Subscribe to our YouTube channel here: https://sc.mp/2kAfuvJ As the US-China trade war continues, US exporters find it harder to do business in the Chinese ...",2018-08-18T12:15:01Z,UC4SUWizzKc1tptprBkWjX2Q,W3YpL_7gcc4,South China Morning Post,none
234,US-China trade war escalates,Try the Financial Times for 4 weeks for just £1. Start your trial now - http://bit.ly/2ry7Tkz ▻ Read more at https://on.ft.com/2LJP7DN The FT's Beijing ...,2019-05-14T17:18:57Z,UCoUxsWakJucWg46KW5RsvPw,1ITfo_H7yA0,Financial Times,none
235,US-China Trade War: Five Experts On Trump&#39;s Tariffs,"China hit back at the United States on Tuesday, announcing it would impose tariffs on up to $60 millions worth of U.S. goods. That came a day came the U.S. ...",2018-09-18T21:19:57Z,UCvJJ_dzjViJCoLf5uKUTwoA,LZ7Tjx7VWfQ,CNBC,none
236,Learn Foreign Exchange Reserves | US-China Trade War | Rupees Appreciate Depreciate,"In this video, we are going to learn about Foreign Exchange Reserves, foreign exchange market - how it works, who are the participants and how it affects import ...",2018-09-19T17:47:17Z,UCYCVm1aN33HYdLs66DHw_ow,tseOyHh4qzg,Amit Sengupta,none
237,The US-China trade war is &#39;very worrying&#39;: José Manuel Barroso | Street Signs Asia,"The rise of protectionism is the ""most serious risk"" posed to the global economy, says Jose Manuel Barroso, former president of the European Commission.",2018-08-06T09:30:01Z,UCF8HUTbUwPKh2Q-KpGOCVGw,dfCs7Qr002g,CNBC International TV,none
238,Here&#39;s how sneaker companies are impacted by US-China trade war,"Erinn Murphy of Piper Jaffray breaks down how sneaker companies and the retail sector are reacting to trade war escalation with CNBC's ""Power Lunch"" team.",2019-08-23T19:06:26Z,UCrp_UI8XtuYfpiqluWLD7Lw,OFUxnQuVujM,CNBC Television,none
239,Keyu Jin: Trade war with US is a ‘strategic gift’ for China,Subscribe to our YouTube channel for free here: https://sc.mp/subscribe-youtube Chinese economist Dr Keyu Jin predicts some positive long-term effects of the ...,2019-02-18T17:15:00Z,UC4SUWizzKc1tptprBkWjX2Q,qKUHANhNb1s,South China Morning Post,none
240,Impact of US-China trade war,"Consumer and industrial activity in both the U.S. and China slowed in April, even before the world's two biggest economies entered the latest phase of an ...",2019-05-16T10:48:31Z,UCKwucPzHZ7zCUIf7If-Wo1g,beWzolMFqg4,DD News,none
241,COVID-19 and the US-China Trade War | Harsh V. Pant | Naghma Sahar,US President Donald Trump's most recent threat to cut off ties with China is the latest addition to a series of threats and counter-threats between the two nations ...,2020-05-17T14:29:38Z,UCkcjGxTW_mLZmmEfWP2UMtQ,4ZTCc7NDS3g,ORF,none
242,Here&#39;s how sneaker companies are impacted by US-China trade war,"Erinn Murphy of Piper Jaffray breaks down how sneaker companies and the retail sector are reacting to trade war escalation with CNBC's ""Power Lunch"" team.",2019-08-23T19:06:26Z,UCrp_UI8XtuYfpiqluWLD7Lw,OFUxnQuVujM,CNBC Television,none
243,US-China trade war: US food exporters show off their wares in Hong Kong,"Subscribe to our YouTube channel here: https://sc.mp/2kAfuvJ As the US-China trade war continues, US exporters find it harder to do business in the Chinese ...",2018-08-18T12:15:01Z,UC4SUWizzKc1tptprBkWjX2Q,W3YpL_7gcc4,South China Morning Post,none
244,அமெரிக்கா-சீனா வர்த்தக போர் - US CHINA Trade War Explained in Tamil - Tamil Share - Muthukumar,அமெரிக்கா-சீனா வர்த்தக போர் - US CHINA Trade War Explained in Tamil - Tamil Share - Muthukumar Thanks For MY SUBSCRIBERS.,2018-04-07T17:37:19Z,UCaGwH4JooqsvBt-gJtB85Lg,I2L7yd28jsE,Tamil Share,none
245,Trump V Tesla: The Impact Of US Chinese Trade War Is Hitting Tesla Hard,"The ongoing trade war between the U.S. and China is certainly a divisive topic. Some people support it, while others do not. But regardless of where you sit on ...",2019-05-07T03:39:32Z,UC675NhQ4EU5TzwCMwYp5XCw,DnP0SSrbKnU,Transport Evolved,none
